OrderID,CurrentClinicName1,CurrentClinicName2,CurrentClinicCity,CurrentClinicState,MedicalDirector,ND_NumIntentRet1,ND_NumIntentRet2,ND_NumIntentRet3,ND_NumIntentRet4,ND_IntentRetLB1,ND_IntentRetLB2,ND_IntentRetLB3,ND_IntentRetLB4,ND_IntentRetSingleLB1,ND_IntentRetSingleLB2,ND_IntentRetSingleLB3,ND_IntentRetSingleLB4,ND_NumRetrieve1,ND_NumRetrieve2,ND_NumRetrieve3,ND_NumRetrieve4,ND_RetrieveLB1,ND_RetrieveLB2,ND_RetrieveLB3,ND_RetrieveLB4,ND_RetrieveSingleLB1,ND_RetrieveSingleLB2,ND_RetrieveSingleLB3,ND_RetrieveSingleLB4,ND_NumTrans1,ND_NumTrans2,ND_NumTrans3,ND_NumTrans4,ND_TransLB1,ND_TransLB2,ND_TransLB3,ND_TransLB4,ND_TransSingleLB1,ND_TransSingleLB2,ND_TransSingleLB3,ND_TransSingleLB4,ND_IntentRetPerLB1,ND_IntentRetPerLB2,ND_IntentRetPerLB3,ND_IntentRetPerLB4,NewND_1IntentRetLB1,NewND_1IntentRetLB2,NewND_1IntentRetLB3,NewND_1IntentRetLB4,NewND_2IntentRetLB1,NewND_2IntentRetLB2,NewND_2IntentRetLB3,NewND_2IntentRetLB4,NewND_AllIntentRetLB1,NewND_AllIntentRetLB2,NewND_AllIntentRetLB3,NewND_AllIntentRetLB4,NewND_IntentRetPerNew1,NewND_IntentRetPerNew2,NewND_IntentRetPerNew3,NewND_IntentRetPerNew4,NewND_TransPerIntentRet1,NewND_TransPerIntentRet2,NewND_TransPerIntentRet3,NewND_TransPerIntentRet4,Donor_NumTrans1,Donor_NumTrans2,Donor_NumTrans3,Donor_NumTrans4,Donor_TransLB1,Donor_TransLB2,Donor_TransLB3,Donor_TransLB4,Donor_TranSingleLB1,Donor_TranSingleLB2,Donor_TranSingleLB3,Donor_TranSingleLB4,TotNumCycles1,TotNumCycles2,TotNumCycles3,TotNumCycles4,TotNumCyclesAll,CycleCancel1,CycleCancel2,CycleCancel3,CycleCancel4,CycleCancelAll,CycleStop1,CycleStop2,CycleStop3,CycleStop4,CycleStopAll,CycleFertPres1,CycleFertPres2,CycleFertPres3,CycleFertPres4,CycleFertPresAll,TransCarrier1,TransCarrier2,TransCarrier3,TransCarrier4,TransCarrierAll,TransFrozEmb1,TransFrozEmb2,TransFrozEmb3,TransFrozEmb4,TransFrozEmbAll,TransICSI1,TransICSI2,TransICSI3,TransICSI4,TransICSIAll,TransPGT1,TransPGT2,TransPGT3,TransPGT4,TransPGTAll,ReasonMale,ReasonEndo,ReasonTubal,ReasonOvul,ReasonUterine,ReasonPGT,ReasonCarrier,ReasonDOR,ReasonBank,ReasonPregLoss,ReasonOtherInfert,ReasonNonInfert,ReasonUnexplained,DonorEggService,DonatedEmbryoService,EmbryoCryoService,EggCryoService,GestCarrierService,SARTmember,LabAccred,NumResearch,CurrentStateAbbrev
140,REPRODUCTIVE BIOLOGY ASSOCIATES,,ATLANTA,GEORGIA,"Daniel B. Shapiro, MD",292,148,137,139,58.9%,53.4%,27.7%,10.1%,54.5%,52.0%,25.5%,10.1%,273,140,121,120,63.0%,56.4%,31.4%,11.7%,58.2%,55.0%,28.9%,11.7%,310,147,82,50,55.5%,53.7%,46.3%,28.0%,51.3%,52.4%,42.7%,28.0%,1.7,1.9,3.6,9.9,59.8%,54.1%,33.7%,10.3%,66.5%,63.3%,39.5%,12.6%,67.4%,63.3%,40.7%,14.9%,1.1,1.1,1.3,1.3,1.1,1.0,0.6,0.4,0,8,205,10,,* / 8,40.5%,6 / 10,,* / 8,39.0%,6 / 10,748,406,360,380,"1,894",7.4%,9.4%,13.3%,17.6%,10.8%,4.4%,8.0%,11.0%,14.6%,8.4%,5.1%,6.9%,11.1%,2.9%,6.2%,3.7%,4.6%,5.9%,10.1%,5.7%,95.6%,96.8%,94.7%,94.3%,95.4%,87.8%,87.5%,70.0%,33.3%,72.6%,70.4%,68.5%,62.9%,34.6%,60.8%,25%,6%,13%,14%,4%,4%,2%,42%,41%,15%,19%,1%,4%,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,GA
141,SHADY GROVE FERTILITY-ATLANTA,,ATLANTA,GEORGIA,"Desiree Mccarthy-Keith, MD",141,72,102,66,53.9%,47.2%,29.4%,9.1%,51.1%,45.8%,29.4%,9.1%,135,61,88,50,56.3%,55.7%,34.1%,12.0%,53.3%,54.1%,34.1%,12.0%,182,78,70,32,41.8%,43.6%,42.9%,18.8%,39.6%,42.3%,42.9%,18.8%,1.9,2.1,3.4,11.0,58.1%,56.8%,29.8%,0.0%,59.3%,61.4%,40.4%,3.8%,59.3%,61.4%,42.6%,3.8%,1.0,1.1,1.3,1.4,1.2,1.1,0.7,0.4,7,7,70,13,* / 7,* / 7,38.6%,* / 13,* / 7,* / 7,37.1%,* / 13,409,260,279,254,"1,202",5.9%,11.0%,7.7%,18.5%,10.0%,9.8%,6.9%,11.6%,15.2%,10.7%,5.1%,8.5%,5.0%,2.0%,5.2%,2.3%,2.9%,2.3%,1.8%,2.3%,87.7%,94.2%,90.6%,91.0%,90.5%,53.6%,56.5%,42.2%,33.3%,48.1%,43.6%,60.1%,61.7%,35.1%,49.7%,19%,3%,14%,18%,2%,22%,1%,21%,40%,2%,56%,2%,8%,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,GA
142,REPRODUCTIVE MEDICINE AND INFERTILITY ASSOCIATES,,AUGUSTA,GEORGIA,"Larisa Gavrilova-Jordan, MD",45,14,9,6,40.0%,6 / 14,0 / 9,* / 6,35.6%,* / 14,0 / 9,* / 6,43,14,6,6,41.9%,6 / 14,0 / 6,* / 6,37.2%,* / 14,0 / 6,* / 6,47,18,7,6,38.3%,6 / 18,0 / 7,* / 6,34.0%,* / 18,0 / 7,* / 6,2.5,2.3,,3.0,41.5%,5 / 10,0 / 8,0 / *,43.9%,5 / 10,0 / 8,* / *,43.9%,5 / 10,0 / 8,* / *,1.0,1.2,1.1,1.5,1.1,1.3,0.8,1.0,0,*,*,*,,* / *,* / *,* / *,,* / *,* / *,* / *,92,41,42,18,193,4.3%,8.3%,15.0%,* / 10,7.9%,23.3%,10.3%,15.4%,* / 17,18.4%,4.3%,9.8%,2.4%,0 / 18,4.7%,1.9%,3.7%,3.4%,0 / 10,2.5%,63.5%,55.6%,58.6%,5 / 10,59.3%,82.7%,88.9%,93.1%,6 / 10,84.7%,7.7%,14.8%,10.3%,* / 10,10.2%,32%,27%,32%,15%,3%,2%,0%,12%,18%,10%,3%,0%,4%,No,No,Yes,Yes,Yes,Yes,Yes,0,GA
143,SERVY FERTILITY INSTITUTE,,AUGUSTA,GEORGIA,"Edouard J. Servy, MD",38,18,13,6,26.3%,8 / 18,6 / 13,0 / 6,15.8%,6 / 18,* / 13,0 / 6,34,16,12,*,29.4%,8 / 16,6 / 12,0 / *,17.6%,6 / 16,* / 12,0 / *,38,17,17,*,26.3%,8 / 17,6 / 17,0 / *,15.8%,6 / 17,* / 17,0 / *,3.8,2.3,2.2,,27.6%,5 / 12,5 / 10,0 / 5,31.0%,5 / 12,5 / 10,0 / 5,31.0%,5 / 12,5 / 10,0 / 5,1.1,1.1,1.1,1.0,1.0,0.9,1.4,0.4,0,*,*,*,,* / *,0 / *,* / *,,* / *,0 / *,* / *,45,14,14,21,94,23.8%,* / 8,0 / 6,* / 10,20.0%,25.0%,* / 13,* / 14,* / 18,20.0%,0.0%,0 / 14,0 / 14,0.0%,0.0%,4.3%,* / 7,* / 11,0 / 13,7.4%,87.0%,* / 7,8 / 11,8 / 13,74.1%,95.7%,5 / 7,6 / 11,9 / 13,77.8%,13.0%,* / 7,0 / 11,0 / 13,11.1%,48%,3%,13%,2%,0%,13%,1%,11%,15%,3%,52%,1%,1%,No,No,Yes,Yes,Yes,Yes,Yes,0,GA
144,"COLUMBUS CENTER FOR REPRODUCTIVE ENDOCRINOLOGY & INFERTILITY, LLC",,COLUMBUS,GEORGIA,"Prakash J. Thiruppathi, MD",41,15,12,*,53.7%,6 / 15,* / 12,0 / *,29.3%,* / 15,* / 12,0 / *,41,14,9,*,53.7%,6 / 14,* / 9,0 / *,29.3%,* / 14,* / 9,0 / *,42,11,10,*,52.4%,6 / 11,* / 10,0 / *,28.6%,* / 11,* / 10,0 / *,1.9,2.5,4.0,,55.2%,5 / 12,* / 8,0 / *,58.6%,6 / 12,* / 8,0 / *,58.6%,6 / 12,* / 8,0 / *,1.1,1.1,1.1,1.0,1.1,0.8,0.8,0.3,*,0,5,*,* / *,,0 / 5,* / *,* / *,,0 / 5,0 / *,90,33,16,8,147,13.6%,0 / 15,* / 9,* / 5,15.1%,4.8%,9.1%,* / 13,0 / 6,5.9%,1.1%,0.0%,0 / 16,0 / 8,0.7%,6.8%,0 / 17,0 / 8,0 / *,4.1%,97.7%,17 / 17,7 / 8,* / *,95.9%,100.0%,17 / 17,8 / 8,* / *,98.6%,22.7%,* / 17,* / 8,* / *,21.9%,54%,22%,40%,72%,19%,27%,1%,10%,48%,4%,16%,3%,1%,Yes,Yes,Yes,Yes,Yes,No,Yes,0,GA
145,THE GEORGIA CENTER FOR REPRODUCTIVE MEDICINE,,SAVANNAH,GEORGIA,"Patrick L. Blohm, MD",80,35,15,5,66.3%,42.9%,5 / 15,* / 5,43.8%,22.9%,5 / 15,* / 5,78,34,13,*,67.9%,44.1%,5 / 13,* / *,44.9%,23.5%,5 / 13,* / *,96,41,13,5,55.2%,36.6%,5 / 13,* / 5,36.5%,19.5%,5 / 13,* / 5,1.5,2.3,3.0,5.0,67.2%,43.5%,* / 14,* / *,71.6%,47.8%,* / 14,* / *,71.6%,47.8%,* / 14,* / *,1.1,1.1,1.0,1.3,1.2,1.1,0.8,1.0,9,0,*,0,7 / 9,,0 / *,,* / 9,,0 / *,,106,50,35,30,221,6.0%,3.2%,4.2%,* / 18,5.7%,6.9%,12.2%,2.9%,10.7%,8.0%,0.0%,0.0%,0.0%,0.0%,0.0%,5.4%,2.4%,9.1%,0.0%,4.7%,37.6%,35.7%,33.3%,47.8%,37.7%,83.9%,92.9%,90.9%,82.6%,86.9%,5.4%,0.0%,0.0%,0.0%,2.6%,75%,10%,10%,6%,4%,2%,0%,16%,2%,1%,11%,2%,2%,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,GA
146,ADVANCED REPRODUCTIVE CENTER OF HAWAII,,HONOLULU,HAWAII,"Christopher T. Huang, MD",15,19,19,26,9 / 15,8 / 19,* / 19,3.8%,9 / 15,8 / 19,* / 19,3.8%,15,19,19,24,9 / 15,8 / 19,* / 19,4.2%,9 / 15,8 / 19,* / 19,4.2%,14,12,8,11,9 / 14,8 / 12,* / 8,* / 11,9 / 14,8 / 12,* / 8,* / 11,1.7,2.4,6.3,26.0,6 / 11,7 / 16,* / 14,0 / 18,7 / 11,7 / 16,* / 14,0 / 18,7 / 11,7 / 16,* / 14,0 / 18,1.1,1.1,1.1,1.1,0.9,0.6,0.5,0.5,0,0,7,0,,,* / 7,,,,* / 7,,39,22,40,41,142,0 / 17,0 / 10,0.0%,* / 19,1.5%,5.1%,9.1%,7.5%,15.0%,9.2%,0.0%,4.5%,0.0%,0.0%,0.7%,0.0%,* / 11,0 / 17,0.0%,1.4%,100.0%,11 / 11,17 / 17,100.0%,100.0%,100.0%,11 / 11,14 / 17,85.0%,91.3%,33.3%,* / 11,8 / 17,10.0%,30.4%,61%,14%,15%,6%,0%,0%,1%,38%,42%,9%,23%,1%,0%,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,HI
147,FERTILITY INSTITUTE OF HAWAII,,HONOLULU,HAWAII,"John L. Frattarelli, MD",116,72,57,24,50.9%,40.3%,24.6%,4.2%,42.2%,37.5%,22.8%,4.2%,115,72,55,22,51.3%,40.3%,25.5%,4.5%,42.6%,37.5%,23.6%,4.5%,121,67,44,14,48.8%,43.3%,31.8%,* / 14,40.5%,40.3%,29.5%,* / 14,2.0,2.5,4.1,24.0,52.0%,40.7%,26.7%,* / 18,54.9%,44.1%,28.9%,* / 18,54.9%,44.1%,28.9%,* / 18,1.0,1.1,1.1,1.1,1.0,0.9,0.8,0.7,0,*,65,9,,* / *,53.8%,* / 9,,* / *,49.2%,* / 9,164,127,116,176,583,1.1%,0.0%,8.9%,3.6%,3.4%,1.2%,7.9%,11.9%,8.7%,7.0%,6.7%,6.3%,3.4%,2.3%,4.6%,1.2%,1.7%,2.4%,3.1%,2.1%,91.4%,93.3%,85.7%,92.8%,91.4%,87.7%,86.7%,71.4%,49.5%,71.8%,33.3%,48.3%,40.5%,49.5%,43.2%,59%,5%,13%,24%,1%,0%,0%,17%,43%,0%,3%,3%,16%,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,HI
148,IVF HAWAII,,HONOLULU,HAWAII,"Benton H. Chun, MD",19,28,25,29,10 / 19,28.6%,20.0%,3.4%,9 / 19,25.0%,20.0%,3.4%,18,25,23,27,10 / 18,32.0%,21.7%,3.7%,9 / 18,28.0%,21.7%,3.7%,17,19,10,12,10 / 17,8 / 19,5 / 10,* / 12,9 / 17,7 / 19,5 / 10,* / 12,1.9,3.5,5.0,29.0,9 / 14,* / 12,* / 15,* / 12,9 / 14,5 / 12,* / 15,* / 12,9 / 14,5 / 12,* / 15,* / 12,1.1,1.3,1.1,1.3,0.8,0.8,0.4,0.3,0,0,*,0,,,* / *,,,,* / *,,27,34,27,33,121,0 / 12,0 / 16,* / 9,* / 17,7.4%,3.7%,2.9%,3.8%,20.0%,7.7%,11.1%,0.0%,0.0%,0.0%,2.5%,0 / 14,0 / 18,0 / 18,0 / 15,0.0%,14 / 14,18 / 18,18 / 18,15 / 15,100.0%,14 / 14,18 / 18,18 / 18,14 / 15,98.5%,9 / 14,11 / 18,10 / 18,6 / 15,55.4%,93%,35%,21%,18%,2%,52%,0%,33%,45%,7%,78%,4%,0%,Yes,No,Yes,Yes,Yes,No,Yes,0,HI
149,"KAISER PERMANENTE HAWAII REGION, REPRODUCTIVE MEDICINE DIVISION",,HONOLULU,HAWAII,"Jingwen Hou, MD, PhD",19,11,10,10,7 / 19,* / 11,0 / 10,* / 10,7 / 19,* / 11,0 / 10,* / 10,19,10,6,8,7 / 19,* / 10,0 / 6,* / 8,7 / 19,* / 10,0 / 6,* / 8,14,*,*,*,7 / 14,* / *,0 / *,* / *,7 / 14,* / *,0 / *,* / *,2.7,5.5,,10.0,7 / 17,* / 7,0 / 6,0 / *,7 / 17,* / 7,0 / 6,0 / *,7 / 17,* / 7,0 / 6,0 / *,1.0,1.0,1.3,1.0,0.8,0.1,0.1,0.0,0,0,0,0,,,,,,,,,12,9,10,18,49,0 / 5,0 / 7,* / 8,* / 13,6.1%,5 / 12,5 / 9,5 / 9,9 / 17,51.1%,0 / 12,0 / 9,0 / 10,0 / 18,0.0%,0 / 7,0 / *,0 / *,0 / 6,0 / 19,7 / 7,* / *,* / *,* / 6,15 / 19,7 / 7,* / *,* / *,6 / 6,19 / 19,* / 7,* / *,* / *,* / 6,9 / 19,69%,16%,6%,14%,29%,18%,0%,37%,6%,0%,37%,20%,6%,No,No,Yes,No,No,No,Yes,0,HI
150,PACIFIC IN VITRO FERTILIZATION INSTITUTE,,HONOLULU,HAWAII,"Thomas S. Kosasa, MD",40,29,33,44,42.5%,41.4%,18.2%,9.1%,37.5%,34.5%,15.2%,6.8%,38,27,30,36,44.7%,44.4%,20.0%,11.1%,39.5%,37.0%,16.7%,8.3%,45,29,27,31,37.8%,41.4%,22.2%,12.9%,33.3%,34.5%,18.5%,9.7%,2.4,2.4,5.5,11.0,48.1%,45.8%,20.0%,8.0%,51.9%,45.8%,20.0%,12.0%,51.9%,45.8%,20.0%,12.0%,1.0,1.0,1.1,1.1,1.2,1.1,0.8,0.7,10,0,51,*,6 / 10,,33.3%,0 / *,* / 10,,27.5%,0 / *,72,77,64,155,368,0.0%,0.0%,5.9%,6.8%,3.9%,30.6%,36.4%,11.3%,18.0%,23.3%,2.8%,5.2%,3.1%,3.2%,3.5%,5.4%,0.0%,6.7%,5.9%,4.9%,94.6%,83.3%,62.2%,64.4%,72.4%,91.9%,92.9%,91.1%,90.1%,91.1%,8.1%,11.9%,13.3%,15.8%,13.3%,76%,40%,14%,12%,<1%,0%,4%,26%,14%,1%,8%,2%,<1%,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,HI
151,TRIPLER ARMY MEDICAL CENTER IVF INSTITUTE,,TRIPLER AMC,HAWAII,"Justin D. Pilgrim, DO",45,25,20,17,28.9%,16.0%,15.0%,* / 17,20.0%,16.0%,15.0%,* / 17,44,22,15,10,29.5%,18.2%,* / 15,* / 10,20.5%,18.2%,* / 15,* / 10,40,16,12,7,32.5%,* / 16,* / 12,* / 7,22.5%,* / 16,* / 12,* / 7,3.5,6.3,6.7,8.5,34.4%,* / 18,* / 9,* / 10,34.4%,* / 18,* / 9,* / 10,34.4%,* / 18,* / 9,* / 10,1.2,1.1,1.4,1.2,0.9,0.7,0.8,0.4,0,0,*,*,,,0 / *,0 / *,,,0 / *,0 / *,109,50,67,38,264,9.8%,14.3%,8.1%,33.3%,13.8%,3.8%,8.5%,10.9%,16.1%,8.1%,2.8%,8.0%,0.0%,0.0%,2.7%,0.0%,0.0%,0.0%,0 / 16,0.0%,95.0%,96.3%,100.0%,15 / 16,96.1%,81.7%,55.6%,69.2%,13 / 16,73.6%,25.0%,25.9%,34.6%,5 / 16,27.9%,26%,9%,24%,11%,1%,1%,0%,20%,37%,8%,13%,6%,11%,Yes,No,Yes,Yes,No,Yes,Yes,0,HI
152,IDAHO CENTER FOR REPRODUCTIVE MEDICINE,,BOISE,IDAHO,"Cristin C. Slater, MD",95,41,42,23,55.8%,41.5%,35.7%,0.0%,49.5%,36.6%,33.3%,0.0%,89,37,37,18,59.6%,45.9%,40.5%,0 / 18,52.8%,40.5%,37.8%,0 / 18,92,36,22,5,57.6%,47.2%,68.2%,0 / 5,51.1%,41.7%,63.6%,0 / 5,1.8,2.4,2.8,,63.9%,39.3%,30.8%,0 / 12,66.7%,50.0%,42.3%,0 / 12,69.4%,50.0%,42.3%,0 / 12,1.1,1.2,1.2,1.4,1.0,0.8,0.5,0.1,*,0,180,11,* / *,,63.9%,* / 11,* / *,,60.0%,* / 11,312,157,127,157,753,7.0%,2.6%,8.8%,2.3%,5.7%,5.0%,6.5%,7.4%,7.7%,6.3%,0.0%,2.5%,0.0%,0.0%,0.5%,26.1%,21.4%,36.9%,63.9%,36.6%,90.1%,89.3%,100.0%,98.1%,93.5%,54.7%,58.3%,63.1%,63.9%,59.1%,60.9%,67.9%,81.5%,89.8%,73.0%,20%,7%,9%,8%,3%,27%,21%,20%,37%,3%,40%,15%,9%,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,ID
153,"CHICAGO INFERTILITY ASSOCIATES, LTD",,BOLINGBROOK,ILLINOIS,"Ketan N. Jobanputra, MD",*,*,*,0,0 / *,0 / *,* / *,,0 / *,0 / *,* / *,,*,*,*,0,0 / *,0 / *,* / *,,0 / *,0 / *,* / *,,*,*,*,0,0 / *,0 / *,* / *,,0 / *,0 / *,* / *,,,,3.0,,0 / *,0 / *,* / *,,0 / *,0 / *,* / *,,0 / *,0 / *,* / *,,1.5,1.0,1.5,,1.0,1.0,1.0,,0,0,0,0,,,,,,,,,19,5,0,6,30,* / 13,0 / *,,* / *,10.0%,7 / 18,0 / 5,,* / 5,32.1%,0 / 19,* / 5,,0 / 6,3.3%,0 / 11,0 / *,,0 / *,0 / 18,5 / 11,* / *,,* / *,9 / 18,11 / 11,* / *,,* / *,18 / 18,* / 11,0 / *,,* / *,* / 18,47%,3%,7%,43%,13%,30%,0%,7%,3%,0%,3%,13%,7%,Yes,Yes,Yes,Yes,Yes,No,No,0,IL
154,CENTER FOR REPRODUCTIVE CARE,,CHICAGO,ILLINOIS,"Mary W. Molo, MD",47,22,40,28,12.8%,9.1%,5.0%,0.0%,12.8%,9.1%,5.0%,0.0%,44,20,34,15,13.6%,10.0%,5.9%,0 / 15,13.6%,10.0%,5.9%,0 / 15,13,8,11,6,6 / 13,* / 8,* / 11,0 / 6,6 / 13,* / 8,* / 11,0 / 6,7.8,11.0,20.0,,15.6%,* / 14,0 / 16,0 / 7,15.6%,* / 14,* / 16,0 / 7,15.6%,* / 14,* / 16,0 / 7,1.2,1.4,1.2,1.4,0.2,0.4,0.4,0.1,0,*,5,0,,* / *,* / 5,,,0 / *,* / 5,,104,58,64,57,283,11.8%,6.9%,6.3%,15.6%,10.4%,9.2%,12.5%,11.3%,17.3%,11.9%,12.5%,10.3%,0.0%,12.3%,9.2%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,88.9%,93.3%,86.4%,93.7%,51.1%,40.7%,36.7%,54.5%,46.0%,23.4%,11.1%,13.3%,13.6%,16.7%,41%,9%,18%,35%,23%,1%,0%,28%,48%,13%,5%,1%,0%,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,IL
155,FERTILITY CENTERS OF ILLINOIS-RIVER NORTH IVF,,CHICAGO,ILLINOIS,"Jennifer E. Hirshfeld-Cytron, MD",645,390,470,355,44.2%,30.0%,20.2%,5.4%,41.6%,28.2%,18.7%,5.4%,591,340,406,281,48.2%,34.4%,23.4%,6.8%,45.3%,32.4%,21.7%,6.8%,591,277,209,95,48.2%,42.2%,45.5%,20.0%,45.3%,39.7%,42.1%,20.0%,2.3,3.3,4.9,18.7,49.6%,36.0%,22.8%,4.8%,57.1%,41.9%,27.7%,6.3%,58.6%,43.3%,32.6%,8.7%,1.3,1.3,1.5,1.7,1.0,0.7,0.5,0.2,19,25,85,19,15 / 19,64.0%,35.3%,10 / 19,14 / 19,56.0%,35.3%,10 / 19,"1,091",857,664,618,"3,230",6.8%,12.0%,13.5%,20.9%,12.5%,12.9%,14.6%,15.8%,25.3%,16.2%,5.9%,9.5%,6.0%,3.1%,6.3%,3.1%,3.0%,2.6%,7.1%,3.6%,67.6%,68.6%,72.5%,69.2%,69.0%,91.7%,92.9%,87.5%,81.0%,89.7%,26.8%,31.6%,41.0%,40.3%,32.7%,25%,4%,5%,12%,3%,15%,1%,23%,29%,4%,49%,1%,11%,Yes,No,Yes,Yes,Yes,Yes,Yes,0,IL
156,INSTITUTE FOR HUMAN REPRODUCTION (IHR),,CHICAGO,ILLINOIS,"David P. Cohen, MD",123,92,110,70,33.3%,23.9%,14.5%,8.6%,30.9%,22.8%,13.6%,8.6%,120,88,107,60,34.2%,25.0%,15.0%,10.0%,31.7%,23.9%,14.0%,10.0%,96,45,35,10,42.7%,48.9%,45.7%,6 / 10,39.6%,46.7%,42.9%,6 / 10,3.0,4.2,6.9,11.7,32.5%,25.5%,20.0%,5.6%,45.0%,31.4%,24.0%,11.1%,47.5%,39.2%,32.0%,11.1%,1.4,1.6,1.9,1.5,0.8,0.5,0.3,0.1,0,0,22,*,,,22.7%,* / *,,,22.7%,* / *,286,219,167,182,854,3.0%,2.8%,4.0%,7.0%,4.0%,11.7%,16.7%,19.6%,36.8%,19.8%,10.1%,12.3%,13.2%,20.3%,13.5%,0.8%,1.5%,1.7%,1.8%,1.3%,92.5%,97.0%,96.7%,91.1%,94.1%,84.2%,86.6%,86.7%,69.6%,82.5%,56.7%,74.6%,63.3%,69.6%,64.4%,21%,5%,9%,28%,6%,4%,<1%,35%,58%,8%,6%,2%,16%,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,IL
157,NORTHWESTERN FERTILITY AND REPRODUCTIVE MEDICINE,,CHICAGO,ILLINOIS,"Mary Ellen Pavone, MD",423,315,339,253,46.8%,31.7%,21.2%,9.1%,44.7%,30.2%,19.8%,9.1%,396,283,286,205,50.0%,35.3%,25.2%,11.2%,47.7%,33.6%,23.4%,11.2%,417,268,182,111,47.5%,37.3%,39.6%,20.7%,45.3%,35.4%,36.8%,20.7%,2.1,3.2,4.7,11.0,49.8%,35.1%,17.6%,8.7%,61.7%,43.9%,30.5%,14.1%,65.1%,45.0%,35.1%,14.1%,1.3,1.3,1.6,1.8,1.0,0.8,0.5,0.4,7,17,77,*,* / 7,11 / 17,45.5%,* / *,* / 7,11 / 17,44.2%,* / *,957,769,616,472,"2,814",5.7%,6.3%,10.1%,15.6%,8.4%,16.1%,15.6%,16.4%,23.0%,17.1%,20.8%,13.1%,9.3%,4.2%,13.4%,2.9%,3.4%,2.9%,3.6%,3.1%,67.3%,74.5%,78.8%,62.4%,71.0%,89.5%,85.1%,84.9%,82.4%,86.1%,31.6%,45.6%,51.1%,33.0%,39.9%,21%,3%,3%,9%,2%,24%,2%,27%,34%,6%,36%,15%,14%,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,IL
158,UNIVERSITY OF CHICAGO MEDICINE CENTER FOR REPRODUCTIVE MEDICINE AND FERTILITY,,CHICAGO,ILLINOIS,"A. Mousa Zamah, MD",25,18,16,18,48.0%,8 / 18,* / 16,* / 18,48.0%,7 / 18,* / 16,* / 18,25,17,14,16,48.0%,8 / 17,* / 14,* / 16,48.0%,7 / 17,* / 14,* / 16,25,11,14,8,48.0%,8 / 11,* / 14,* / 8,48.0%,7 / 11,* / 14,* / 8,2.1,2.3,5.3,18.0,10 / 19,* / 12,* / 10,* / 9,11 / 19,5 / 12,* / 10,* / 9,11 / 19,6 / 12,* / 10,* / 9,1.2,1.3,1.4,1.4,1.0,0.5,0.9,0.5,*,*,*,*,* / *,* / *,* / *,* / *,* / *,* / *,* / *,* / *,57,50,34,41,182,5.6%,11.4%,7.4%,11.1%,8.8%,1.8%,4.3%,12.5%,18.4%,8.2%,14.0%,12.0%,2.9%,0.0%,8.2%,0.0%,0.0%,0 / 17,* / 18,1.0%,60.6%,46.9%,6 / 17,8 / 18,49.0%,84.8%,81.3%,13 / 17,13 / 18,80.0%,18.2%,15.6%,* / 17,5 / 18,20.0%,27%,2%,18%,17%,5%,1%,0%,27%,37%,0%,5%,1%,13%,Yes,No,Yes,Yes,Yes,Yes,Yes,0,IL
159,UNIVERSITY OF ILLINOIS AT CHICAGO IVF PROGRAM,,CHICAGO,ILLINOIS,"Sana M Salih, MD",23,17,22,17,47.8%,9 / 17,27.3%,* / 17,47.8%,8 / 17,27.3%,* / 17,20,15,20,6,55.0%,9 / 15,30.0%,* / 6,55.0%,8 / 15,30.0%,* / 6,23,18,18,*,47.8%,9 / 18,6 / 18,* / *,47.8%,8 / 18,6 / 18,* / *,2.1,1.9,3.7,17.0,7 / 13,5 / 10,* / 11,0 / 10,9 / 13,7 / 10,* / 11,0 / 10,9 / 13,7 / 10,* / 11,0 / 10,1.2,1.3,1.5,1.1,0.9,1.2,0.7,0.1,0,*,0,0,,0 / *,,,,0 / *,,,32,22,18,31,103,0 / 17,* / 10,0 / 8,42.3%,23.0%,25.0%,6 / 19,* / 18,35.0%,28.1%,6.3%,0.0%,* / 18,3.2%,3.9%,0.0%,0 / 13,0 / 13,0 / 12,0.0%,59.1%,10 / 13,9 / 13,* / 12,60.0%,95.5%,12 / 13,9 / 13,10 / 12,86.7%,0.0%,0 / 13,* / 13,0 / 12,3.3%,22%,9%,25%,18%,14%,0%,0%,22%,8%,0%,6%,1%,14%,Yes,No,Yes,Yes,No,Yes,Yes,0,IL
